newspaper,person,name_variation,page_number,date,url,previous page
estadao,Wellington Moreira Franco,Wellington+Franco,49,"19/07/2011, TERÇA-FEIRA, PÁGINA v7",https://acervo.estadao.com.br/pagina/#!/20110719-43008-spo-60-via-v7-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=49
estadao,Wellington Moreira Franco,Wellington+Franco,49,"14/04/2011, QUINTA-FEIRA, PÁGINA x4",https://acervo.estadao.com.br/pagina/#!/20110414-42912-nac-112-eco-x4-not/busca/FRANCO+WELLINGTON,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=49
estadao,Wellington Moreira Franco,Wellington+Franco,49,"18/12/2010, SÁBADO, PÁGINA b5",https://acervo.estadao.com.br/pagina/#!/20101218-42795-spo-36-eco-b5-not/busca/Franco,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=49
estadao,Wellington Moreira Franco,Wellington+Franco,49,"28/08/2011, DOMINGO, PÁGINA e8",https://acervo.estadao.com.br/pagina/#!/20110828-43048-nac-173-esp-e8-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=49
estadao,Wellington Moreira Franco,Wellington+Franco,50,"28/08/2011, DOMINGO, PÁGINA e8",https://acervo.estadao.com.br/pagina/#!/20110828-43048-spo-173-esp-e8-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"07/06/2010, SEGUNDA-FEIRA, PÁGINA a6",https://acervo.estadao.com.br/pagina/#!/20100607-42601-spo-6-pol-a6-not/busca/Franco,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"04/08/2011, QUINTA-FEIRA, PÁGINA e2",https://acervo.estadao.com.br/pagina/#!/20110804-43024-nac-90-esp-e2-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"26/04/2011, TERÇA-FEIRA, PÁGINA b12",https://acervo.estadao.com.br/pagina/#!/20110426-42924-spo-29-eco-b12-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"14/04/2011, QUINTA-FEIRA, PÁGINA x4",https://acervo.estadao.com.br/pagina/#!/20110414-42912-spo-115-eco-x4-not/busca/FRANCO+WELLINGTON,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"18/12/2010, SÁBADO, PÁGINA b5",https://acervo.estadao.com.br/pagina/#!/20101218-42795-nac-36-eco-b5-not/busca/Franco,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"24/11/2010, QUARTA-FEIRA, PÁGINA e1",https://acervo.estadao.com.br/pagina/#!/20101124-42771-nac-55-esp-e1-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"12/07/2010, SEGUNDA-FEIRA, PÁGINA a7",https://acervo.estadao.com.br/pagina/#!/20100712-42636-spo-7-pol-a7-not/busca/WELLINGTON,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"22/09/2010, QUARTA-FEIRA, PÁGINA a6",https://acervo.estadao.com.br/pagina/#!/20100922-42708-nac-6-pol-a6-not/busca/Franco,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,50,"25/11/2010, QUINTA-FEIRA, PÁGINA a27",https://acervo.estadao.com.br/pagina/#!/20101125-42772-spo-26-int-a27-not/busca/Franco,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=50
estadao,Wellington Moreira Franco,Wellington+Franco,51,"19/07/2011, TERÇA-FEIRA, PÁGINA v7",https://acervo.estadao.com.br/pagina/#!/20110719-43008-nac-56-via-v7-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=51
estadao,Wellington Moreira Franco,Wellington+Franco,51,"02/10/2010, SÁBADO, PÁGINA h11",https://acervo.estadao.com.br/pagina/#!/20101002-42718-nac-159-pol-h11-not/busca/Wellington,https://acervo.estadao.com.br/procura/busca.php?&busca=Wellington+Franco&decade=2010%7C2010&page=51
